asset_id,user_id
286,768
287,769
288,773
289,774
290,775
291,777
292,778
293,779
294,782
295,783
296,787
297,787
298,788
299,790
300,792
301,794
302,797
303,801
304,804
305,809
306,810
307,817
308,820
309,828
310,834
311,834
312,836
313,838
314,842
315,843
316,845
317,848
318,850
319,855
320,858
321,863
322,864
323,865
324,866
325,868
326,874
327,877
328,878
329,881
330,882
331,883
332,884
333,886
334,887
335,888
336,891
337,893
338,894
339,895
340,898
341,900
342,908
343,911
344,913
345,917
346,919
347,920
348,923
349,927
350,930
351,931
352,932
353,938
354,939
355,940
356,943
357,948
358,950
359,953
360,964
361,969
362,971
363,975
364,978
365,979
366,989
367,992
368,998
369,1000
370,1010
371,1011
372,1018
373,1019
374,1025
375,1025
376,1029
377,1030
378,1030
379,1032
380,1033
381,1035
382,1041
383,1047
384,1048
385,1054
386,1055
387,1057
388,1058
389,1060
390,1061
391,1068
392,1074
393,1075
394,1084
395,1090
396,1091
397,1092
398,1095
399,1103
400,1104
401,1105
402,1106
403,1110
404,1111
405,1114
406,1115
407,1118
408,1123
409,1124
410,1125
411,1128
412,1129
413,1129
414,1131
415,1135
416,1136
417,1139
418,1148
419,1149
420,1150
421,1152
422,1154
423,1156
424,1157
425,1161
426,1162
427,1163
428,1163
429,1165
430,1168
431,1168
432,1169
433,1170
434,1176
435,1176
436,1177
437,1177
438,1178
439,1180
440,1189
441,1191
442,1196
443,1197
444,1202
445,1206
446,1208
447,1213
448,1214
449,1223
450,1226
451,1232
452,1233
453,1237
454,1241
455,1245
456,1246
457,1248
458,1261
459,1266
460,1271
461,1279
462,1280
463,1280
464,1281
465,1282
466,1283
467,1284
468,1289
469,1290
470,1293
471,1295
472,1300
473,1302
474,1303
475,1314
476,1315
477,1320
478,1322
479,1322
480,1323
481,1326
482,1327
483,1333
484,1338
485,1343
486,1345
487,1349
488,1354
489,1355
490,1357
491,1357
492,1361
493,1366
494,1372
495,1375
496,1376
497,1377
498,1381
499,1383
500,1386
501,1388
502,1389
503,1390
504,1394
505,1395
506,1396
507,1399
508,1403
509,1405
510,1406
511,1407
512,1412
513,1413
514,1414
515,1417
516,1420
517,1430
518,1434
519,1435
520,1441
521,1444
522,1446
523,1447
524,1448
525,1449
526,1450
527,1451
528,1453
529,1454
530,1456
531,1457
532,1458
533,1460
534,1463
535,1464
536,1465
537,1471
538,1478
539,1479
540,1480
541,1482
542,1485
543,1486
544,1488
545,1493
546,1493
547,1494
548,1495
549,1495
550,1502
551,1506
552,1508
553,1514
554,1515
555,1520
556,1520
557,1525
558,1528
559,1530
560,1533
561,1534
562,1537
563,1543
564,1547
565,1551
566,1561
567,1565
568,1573
569,1574
570,1575
571,1581
572,1582
573,1584
574,1586
575,1593
576,1598
577,1601
578,1604
579,1605
580,1607
581,1612
582,1614
583,1615
584,1616
585,1618
586,1622
587,1630
588,1631
589,1635
590,1635
591,1636
592,1638
593,1639
594,1640
595,1647
596,1648
597,1649
598,1652
599,1654
600,1656
601,1657
602,1663
603,1665
604,1666
605,1669
606,1670
607,1670
608,1673
609,1674
610,1675
611,1677
612,1678
613,1683
614,1692
615,1693
616,1698
617,1703
618,1706
619,1711
620,1715
621,1716
622,1719
623,1721
624,1721
625,1722
626,1723
627,1724
628,1728
629,1729
630,1737
631,1741
632,1745
633,1746
634,1747
635,1748
636,1755
637,1757
638,1760
639,1762
640,1766
641,1767
642,1767
643,1768
644,1769
645,1770
646,1778
647,1779
648,1782
649,1784
650,1785
651,1786
652,1792
653,1793
654,1802
655,1803
656,1804
657,1809
658,1811
659,1812
660,1813
661,1814
662,1821
663,1827
664,1829
665,1829
666,1831
667,1833
668,1835
669,1836
670,1839
671,1840
672,1841
673,1843
674,1844
675,1844
676,1849
677,1850
678,1853
679,1857
680,1861
681,1862
682,1864
683,1866
684,1870
685,1871
686,1876
687,1878
688,1881
689,1883
690,1884
691,1886
692,1888
693,1890
694,1892
695,1893
696,1894
697,1895
698,1897
699,1898
700,1899
701,1903
702,1906
703,1908
704,1909
705,1912
706,1915
707,1919
708,1920
709,1923
710,1925
711,1928
712,1931
713,1933
714,1934
715,1935
716,1938
717,1939
718,1940
719,1941
720,1944
721,1945
722,1946
723,1957
724,1958
725,1959
726,1961
727,1962
728,1963
729,1969
730,1972
731,1975
732,1984
733,1989
734,1991
735,1992
736,1997
737,2002
738,2004
739,2006
740,2008
741,2011
742,2014
743,2018
744,2020
745,2023
746,2024
747,2026
748,2030
749,2032
750,2033
751,2037
752,2041
753,2043
754,2048
755,2051
756,2054
757,2056
758,2059
759,2060
760,2062
761,2064
762,2079
763,2084
764,2088
765,2088
766,2091
767,2097
768,2099
769,2100
770,2103
771,2104
772,2108
773,2108
774,2111
775,2117
776,2118
777,2119
778,2120
779,2124
780,2126
781,2129
782,2133
783,2134
784,2135
785,2138
786,2139
787,2141
788,2145
789,2148
790,2149
791,2150
792,2158
793,2159
794,2162
795,2163
796,2170
797,2170
798,2171
799,2179
800,2181
801,2184
802,2187
803,2189
804,2195
805,2196
806,2199
807,2201
808,2214
809,2219
810,2222
811,2225
812,2227
813,2228
814,2231
815,2232
816,2233
817,2234
818,2234
819,2235
820,2237
821,2242
822,2242
823,2243
824,2244
825,2246
826,2247
827,2247
828,2249
829,2253
830,2255
831,2257
832,2261
833,2261
834,2264
835,2266
836,2267
837,2271
838,2274
839,2281
840,2286
841,2287
842,2289
843,2290
844,2296
845,2297
846,2299
847,2300
848,2303
849,2309
850,2310
851,2311
852,2313
853,2315
854,2319
855,2320
856,2321
857,2325
858,2327
859,2333
860,2334
861,2339
862,2341
863,2348
864,2352
865,2354
866,2355
867,2357
868,2363
869,2364
870,2367
871,2370
872,2373
873,2374
874,2376
875,2378
876,2380
877,2386
878,2387
879,2393
880,2396
881,2398
882,2399
883,2400
884,2402
885,2407
886,2408
887,2409
888,2410
889,2413
890,2419
891,2422
892,2425
893,2428
894,2429
895,2430
896,2433
897,2435
898,2436
899,2449
900,2450
901,2451
902,2457
903,2460
904,2462
905,2471
906,2474
907,2475
908,2481
909,2483
910,2490
911,2493
912,2495
913,2498
914,2500
915,2501
916,2503
917,2517
918,2521
919,2522
920,2523
921,2529
922,2530
923,2535
924,2536
925,2539
926,2540
927,2545
928,2548
929,2551
930,2561
931,2563
932,2566
933,2568
934,2573
935,2600
936,2602
937,2609
938,2613
939,2614
940,2615
941,2617
942,2618
943,2621
944,2625
945,2629
946,2631
947,2632
948,2637
949,2639
950,2639
951,2645
952,2650
953,2652
954,2653
955,2655
956,2657
957,2658
958,2659
959,2661
960,2663
961,2668
962,2671
963,2674
964,2675
965,2676
966,2678
967,2679
968,2682
969,2685
970,2687
971,2688
972,2690
973,2692
974,2696
975,2698
976,2699
977,2701
978,2701
979,2702
980,2705
981,2709
982,2710
983,2714
984,2719
985,2720
986,2730
987,2732
988,2738
989,2739
990,2743
991,2743
992,2746
993,2748
994,2751
995,2752
996,2753
997,2757
998,2762
999,2763
1000,2765
1001,2766
1002,2767
1003,2771
1004,2773
1005,2774
1006,2778
1007,2778
1008,2779
1009,2781
1010,2784
1011,2785
1012,2785
1013,2787
1014,2790
1015,2798
1016,2801
1017,2802
1018,2803
1019,2804
1020,2807
1021,2811
1022,2812
1023,2814
1024,2818
1025,2820
1026,2832
1027,2845
1028,2848
1029,2849
1030,2854
1031,2855
1032,2861
1033,2862
1034,2867
1035,2873
1036,2875
1037,2875
1038,2877
1039,2880
1040,2882
1041,2888
1042,2891
1043,2892
1044,2894
1045,2899
1046,2902
1047,2904
1048,2906
1049,2907
1050,2910
1051,2912
1052,2917
1053,2930
1054,2930
1055,2932
1056,2933
1057,2936
1058,2936
1059,2937
1060,2941
1061,2945
1062,2946
1063,2948
1064,2950
1065,2952
1066,2953
1067,2958
1068,2960
1069,2963
1070,2967
1071,2968
1072,2977
1073,2979
1074,2982
1075,2984
1076,2990
1077,2991
1078,2993
1079,2994
1080,2996
1081,3000
1082,3000
1083,3001
1084,3002
1085,3003
1086,3006
1087,3009
1088,3029
1089,3030
1090,3031
1091,3032
1092,3033
1093,3035
1094,3036
1095,3040
1096,3043
1097,3044
1098,3045
1099,3051
1100,3052
1101,3061
1102,3066
1103,3068
1104,3071
1105,3072
1106,3083
1107,3084
1108,3085
1109,3086
1110,3093
1111,3096
1112,3101
1113,3102
1114,3103
1115,3104
1116,3106
1117,3113
1118,3116
1119,3119
1120,3120
1121,3121
1122,3123
1123,3127
1124,3130
1125,3135
1126,3138
1127,3139
1128,3141
1129,3142
1130,3142
1131,3143
1132,3144
1133,3145
1134,3146
1135,3147
1136,3148
1137,3151
1138,3160
1139,3161
1140,3164
1141,3168
1142,3172
1143,3174
1144,3182
1145,3184
1146,3184
1147,3186
1148,3188
1149,3189
1150,3195
1151,3196
1152,3199
1153,3209
1154,3210
1155,3212
1156,3214
1157,3228
1158,3230
1159,3240
1160,3245
1161,3246
1162,3250
1163,3253
1164,3254
1165,3257
1166,3257
1167,3268
1168,3275
1169,3283
1170,3298
1171,3299
1172,3301
1173,3303
1174,3305
1175,3307
1176,3308
1177,3310
1178,3312
1179,3313
1180,3314
1181,3316
1182,3318
1183,3320
1184,3321
1185,3323
1186,3332
1187,3335
1188,3336
1189,3338
1190,3339
1191,3340
1192,3344
1193,3345
1194,3347
1195,3351
1196,3355
1197,3358
1198,3359
1199,3362
1200,3364
1201,3365
1202,3368
1203,3372
1204,3373
1205,3377
1206,3381
1207,3383
1208,3387
1209,3389
1210,3390
1211,3391
1212,3392
1213,3393
1214,3393
1215,3394
1216,3398
1217,3398
1218,3401
1219,3405
1220,3407
1221,3409
1222,3409
1223,3412
1224,3413
1225,3415
1226,3416
1227,3420
1228,3422
1229,3425
1230,3426
1231,3429
1232,3432
1233,3433
1234,3439
1235,3442
1236,3444
1237,3452
1238,3453
1239,3455
1240,3458
1241,3461
1242,3462
1243,3463
1244,3463
1245,3467
1246,3468
1247,3469
1248,3470
1249,3473
1250,3478
1251,3479
1252,3481
1253,3483
1254,3484
1255,3487
1256,3489
1257,3493
1258,3495
1259,3497
1260,3499
1261,3501
1262,3511
1263,3515
1264,3516
1265,3518
1266,3521
1267,3522
1268,3526
1269,3527
1270,3538
1271,3541
1272,3543
1273,3549
1274,3554
1275,3559
1276,3561
1277,3562
1278,3572
1279,3574
1280,3580
1281,3582
1282,3583
1283,3590
1284,3594
1285,3602
1286,3604
1287,3606
1288,3610
1289,3611
1290,3612
1291,3613
1292,3615
1293,3617
1294,3626
1295,3629
1296,3630
1297,3631
1298,3632
1299,3635
1300,3636
1301,3637
1302,3638
1303,3641
1304,3644
1305,3649
1306,3650
1307,3654
1308,3655
1309,3656
1310,3657
1311,3662
1312,3667
1313,3668
1314,3674
1315,3676
1316,3678
1317,3679
1318,3680
1319,3681
1320,3683
1321,3685
1322,3690
1323,3692
1324,3694
1325,3695
1326,3698
1327,3701
1328,3706
1329,3707
1330,3708
1331,3713
1332,3716
1333,3718
1334,3719
1335,3721
1336,3722
1337,3723
1338,3726
1339,3735
1340,3737
1341,3738
1342,3739
1343,3750
1344,3750
1345,3752
1346,3754
1347,3759
1348,3760
1349,3761
1350,3768
1351,3770
1352,3775
1353,3787
1354,3788
1355,3789
1356,3793
1357,3794
1358,3796
1359,3801
1360,3806
1361,3807
1362,3807
1363,3810
1364,3812
1365,3818
1366,3819
1367,3823
1368,3824
1369,3824
1370,3825
1371,3827
1372,3831
1373,3832
1374,3833
1375,3833
1376,3835
1377,3837
1378,3840
1379,3841
1380,3843
1381,3848
1382,3849
1383,3850
1384,3851
1385,3857
1386,3860
1387,3861
1388,3863
1389,3864
1390,3867
1391,3868
1392,3875
1393,3882
1394,3885
1395,3886
1396,3887
1397,3889
1398,3891
1399,3903
1400,3906
1401,3907
1402,3911
1403,3914
1404,3915
1405,3915
1406,3916
1407,3917
1408,3923
1409,3926
1410,3928
1411,3929
1412,3932
1413,3934
1414,3936
1415,3941
1416,3944
1417,3945
1418,3946
1419,3949
1420,3950
1421,3951
1422,3952
1423,3954
1424,3956
1425,3957
1426,3961
1427,3962
1428,3964
1429,3965
1430,3966
1431,3968
1432,3970
1433,3979
1434,3981
1435,3983
1436,3989
1437,3990
1438,3994
1439,3997
1440,4001
1441,4002
1442,4006
1443,4008
1444,4012
1445,4023
1446,4025
1447,4032
1448,4034
1449,4035
1450,4037
1451,4041
1452,4042
1453,4044
1454,4045
1455,4049
1456,4053
1457,4056
1458,4057
1459,4067
1460,4070
1461,4071
1462,4074
1463,4075
1464,4077
1465,4078
1466,4080
1467,4086
1468,4088
1469,4093
1470,4094
1471,4097
1472,4102
1473,4106
1474,4108
1475,4113
1476,4115
1477,4117
1478,4124
1479,4127
1480,4138
1481,4138
1482,4141
1483,4143
1484,4144
1485,4149
1486,4153
1487,4154
1488,4158
1489,4161
1490,4164
1491,4165
1492,4167
1493,4169
1494,4170
1495,4171
1496,4174
1497,4177
1498,4179
1499,4179
1500,4180
1501,4181
1502,4189
1503,4191
1504,4193
1505,4199
1506,4200
1507,4202
1508,4204
1509,4205
1510,4209
1511,4211
1512,4217
1513,4223
1514,4224
1515,4230
1516,4231
1517,4232
1518,4235
1519,4237
1520,4238
1521,4250
1522,4252
1523,4253
1524,4258
1525,4261
1526,4266
1527,4267
1528,4269
1529,4274
1530,4282
1531,4287
1532,4288
1533,4289
1534,4290
1535,4294
1536,4296
1537,4297
1538,4300
1539,4310
1540,4312
1541,4313
1542,4315
1543,4316
1544,4319
1545,4328
1546,4330
1547,4331
1548,4335
1549,4336
1550,4338
1551,4339
1552,4341
1553,4342
1554,4343
1555,4345
1556,4348
1557,4350
1558,4356
1559,4357
1560,4362
1561,4364
1562,4367
1563,4377
1564,4385
1565,4392
1566,4393
1567,4396
1568,4397
1569,4398
1570,4400
1571,4402
1572,4406
1573,4407
1574,4409
1575,4412
1576,4412
1577,4416
1578,4418
1579,4420
1580,4429
1581,4430
1582,4432
1583,4438
1584,4439
1585,4440
1586,4441
1587,4444
1588,4445
1589,4448
1590,4451
1591,4452
1592,4454
1593,4459
1594,4460
1595,4461
1596,4462
1597,4463
1598,4472
1599,4476
1600,4479
1601,4481
1602,4482
1603,4483
1604,4505
1605,4507
1606,4507
1607,4511
1608,4514
1609,4517
1610,4524
1611,4526
1612,4527
1613,4530
1614,4536
1615,4540
1616,4541
1617,4544
1618,4548
1619,4549
1620,4550
1621,4553
1622,4556
1623,4556
1624,4561
1625,4564
1626,4581
1627,4583
1628,4584
1629,4584
1630,4585
1631,4588
1632,4591
1633,4593
1634,4594
1635,4598
1636,4601
1637,4602
1638,4606
1639,4615
1640,4617
1641,4621
1642,4629
1643,4631
1644,4633
1645,4638
1646,4639
1647,4639
1648,4644
1649,4645
1650,4648
1651,4650
1652,4651
1653,4656
1654,4657
1655,4658
1656,4659
1657,4660
1658,4661
1659,4666
1660,4672
1661,4673
1662,4674
1663,4675
1664,4676
1665,4677
1666,4679
1667,4681
1668,4692
1669,4698
1670,4699
1671,4700
1672,4704
1673,4704
1674,4706
1675,4707
1676,4717
1677,4723
1678,4724
1679,4729
1680,4735
1681,4743
1682,4745
1683,4748
1684,4751
1685,4752
1686,4757
1687,4760
1688,4761
1689,4762
1690,4763
1691,4767
1692,4771
1693,4772
1694,4779
1695,4786
1696,4788
1697,4790
1698,4790
1699,4791
1700,4797
1701,4803
1702,4806
1703,4807
1704,4809
1705,4811
1706,4816
1707,4817
1708,4819
1709,4821
1710,4823
1711,4826
1712,4827
1713,4827
1714,4834
1715,4835
1716,4836
1717,4842
1718,4843
1719,4846
1720,4848
1721,4850
1722,4853
1723,4858
1724,4859
1725,4865
1726,4868
1727,4869
1728,4870
1729,4874
1730,4882
1731,4884
1732,4893
1733,4905
1734,4909
1735,4915
1736,4919
1737,4927
1738,4929
1739,4930
1740,4932
1741,4935
1742,4937
1743,4938
1744,4939
1745,4939
1746,4940
1747,4943
1748,4944
1749,4946
1750,4951
1751,4955
1752,4957
1753,4958
1754,4958
1755,4964
1756,4967
1757,4969
1758,4973
1759,4975
1760,4977
1761,4978
1762,4986
1763,4988
1764,4992
1765,4993
1766,4994
1767,4997
1768,4998
1769,4998
1770,4999
1771,5006
1772,5010
1773,5012
1774,5017
1775,5021
1776,5023
1777,5026
1778,5033
1779,5036
1780,5038
1781,5040
1782,5044
1783,5047
1784,5049
1785,5058
1786,5065
1787,5066
1788,5067
1789,5069
1790,5074
1791,5077
1792,5082
1793,5086
1794,5087
1795,5091
1796,5092
1797,5092
1798,5094
1799,5097
1800,5102
1801,5103
1802,5105
1803,5107
1804,5110
1805,5111
1806,5112
1807,5113
1808,5115
1809,5117
1810,5130
1811,5133
1812,5137
1813,5142
1814,5146
1815,5149
1816,5153
1817,5155
1818,5156
1819,5157
1820,5158
1821,5161
1822,5162
1823,5166
1824,5177
1825,5178
1826,5178
1827,5179
1828,5181
1829,5182
1830,5187
1831,5191
1832,5192
1833,5193
1834,5197
1835,5210
1836,5211
1837,5212
1838,5215
1839,5219
1840,5220
1841,5223
1842,5225
1843,5226
1844,5227
1845,5231
1846,5233
1847,5234
1848,5237
1849,5238
1850,5239
1851,5240
1852,5245
1853,5248
1854,5250
1855,5257
1856,5257
1857,5260
1858,5261
1859,5262
1860,5265
1861,5273
1862,5276
1863,5277
1864,5279
1865,5280
1866,5282
1867,5285
1868,5287
1869,5288
1870,5294
1871,5295
1872,5299
1873,5301
1874,5302
1875,5303
1876,5304
1877,5306
1878,5307
1879,5310
1880,5312
1881,5319
1882,5328
1883,5329
1884,5330
1885,5336
1886,5337
1887,5340
1888,5344
1889,5346
1890,5347
1891,5347
1892,5351
1893,5353
1894,5355
1895,5355
1896,5361
1897,5364
1898,5370
1899,5376
1900,5382
1901,5389
1902,5390
1903,5393
1904,5394
1905,5395
1906,5396
1907,5397
1908,5397
1909,5398
1910,5398
1911,5399
1912,5399
1913,5401
1914,5406
1915,5408
1916,5414
1917,5418
1918,5420
1919,5423
1920,5434
1921,5437
1922,5443
1923,5444
1924,5446
1925,5451
1926,5452
1927,5454
1928,5462
1929,5463
1930,5466
1931,5469
1932,5474
1933,5476
1934,5482
1935,5483
1936,5487
1937,5491
1938,5492
1939,5494
1940,5499
1941,5503
1942,5504
1943,5505
1944,5506
1945,5511
1946,5516
1947,5519
1948,5520
1949,5521
1950,5526
1951,5527
1952,5535
1953,5536
1954,5538
1955,5539
1956,5543
1957,5545
1958,5546
1959,5547
1960,5548
1961,5548
1962,5550
1963,5552
1964,5553
1965,5557
1966,5559
1967,5561
1968,5573
1969,5574
1970,5574
1971,5575
1972,5577
1973,5582
1974,5584
1975,5587
1976,5593
1977,5600
1978,5601
1979,5605
1980,5606
1981,5612
1982,5615
1983,5617
1984,5628
1985,5634
1986,5635
1987,5636
1988,5638
1989,5644
1990,5646
1991,5648
1992,5655
1993,5663
1994,5664
1995,5667
1996,5668
1997,5673
1998,5677
1999,5677
2000,5679
2001,5680
2002,5684
2003,5685
2004,5686
2005,5691
2006,5693
2007,5694
2008,5696
2009,5707
2010,5708
2011,5711
2012,5717
2013,5718
2014,5720
2015,5725
2016,5732
2017,5732
2018,5733
2019,5734
2020,5736
2021,5740
2022,5741
2023,5746
2024,5749
2025,5750
2026,5753
2027,5754
2028,5755
2029,5762
2030,5765
2031,5768
2032,5772
2033,5773
2034,5780
2035,5785
2036,5786
2037,5789
2038,5790
2039,5792
2040,5794
2041,5798
2042,5799
2043,5800
2044,5805
2045,5806
2046,5811
2047,5814
2048,5816
2049,5817
2050,5820
2051,5822
2052,5828
2053,5829
2054,5831
2055,5832
2056,5834
2057,5841
2058,5847
2059,5852
2060,5859
2061,5865
2062,5866
2063,5867
2064,5869
2065,5870
2066,5872
2067,5879
2068,5880
2069,5885
2070,5886
2071,5886
2072,5889
2073,5890
2074,5891
2075,5894
2076,5895
2077,5901
2078,5903
2079,5905
2080,5908
2081,5909
2082,5912
2083,5914
2084,5915
2085,5919
2086,5920
2087,5925
2088,5931
2089,5934
2090,5934
2091,5942
2092,5945
2093,5948
2094,5952
2095,5955
2096,5957
2097,5959
2098,5967
2099,5970
2100,5971
2101,5972
2102,5979
2103,5983
2104,5985
2105,5986
2106,5987
2107,5992
2108,5996
2109,5999
2110,5999
2111,6001
2112,6005
2113,6008
2114,6008
2115,6010
2116,6015
2117,6016
2118,6018
2119,6020
2120,6027
2121,6031
2122,6033
2123,6034
2124,6042
2125,6043
2126,6045
2127,6050
2128,6051
2129,6060
2130,6061
2131,6067
2132,6068
2133,6069
2134,6072
2135,6073
2136,6074
2137,6081
2138,6081
2139,6084
2140,6087
2141,6091
2142,6093
2143,6094
2144,6095
2145,6096
2146,6099
2147,6106
2148,6109
2149,6110
2150,6110
2151,6113
2152,6116
2153,6120
2154,6121
2155,6123
2156,6142
2157,6147
2158,6148
2159,6149
2160,6149
2161,6152
2162,6154
2163,6159
2164,6164
2165,6166
2166,6167
2167,6168
2168,6174
2169,6179
2170,6180
2171,6187
2172,6187
2173,6190
2174,6192
2175,6193
2176,6199
2177,6205
2178,6206
2179,6207
2180,6209
2181,6211
2182,6215
2183,6216
2184,6217
2185,6220
2186,6224
2187,6226
2188,6228
2189,6234
2190,6240
2191,6242
2192,6243
2193,6247
2194,6248
2195,6253
2196,6254
2197,6255
2198,6255
2199,6262
2200,6266
2201,6267
2202,6268
2203,6273
2204,6274
2205,6280
2206,6282
2207,6282
2208,6284
2209,6285
2210,6288
2211,6290
2212,6291
2213,6303
2214,6305
2215,6306
2216,6308
2217,6318
2218,6320
2219,6322
2220,6324
2221,6329
2222,6330
2223,6332
2224,6334
2225,6336
2226,6337
2227,6340
2228,6342
2229,6343
2230,6344
2231,6345
2232,6346
2233,6348
2234,6348
2235,6349
2236,6351
2237,6356
2238,6358
2239,6368
2240,6370
2241,6370
2242,6373
2243,6376
2244,6378
2245,6378
2246,6380
2247,6382
2248,6383
2249,6384
2250,6387
2251,6391
2252,6392
2253,6393
2254,6394
2255,6397
2256,6399
2257,6400
2258,6401
2259,6403
2260,6405
2261,6408
2262,6409
2263,6412
2264,6415
2265,6416
2266,6418
2267,6428
2268,6431
2269,6435
2270,6438
2271,6443
2272,6444
2273,6447
2274,6448
2275,6453
2276,6458
2277,6462
2278,6468
2279,6476
2280,6479
2281,6484
2282,6485
2283,6490
2284,6493
2285,6494
2286,6496
2287,6499
2288,6500
2289,6502
2290,6504
2291,6505
2292,6506
2293,6509
2294,6513
2295,6516
2296,6517
2297,6525
2298,6528
2299,6530
2300,6534
2301,6539
2302,6540
2303,6543
2304,6544
2305,6547
2306,6548
2307,6549
2308,6550
2309,6554
2310,6556
2311,6560
2312,6562
2313,6563
2314,6570
2315,6573
2316,6574
2317,6575
2318,6586
2319,6589
2320,6590
2321,6591
2322,6592
2323,6598
2324,6600
2325,6605
2326,6606
2327,6607
2328,6610
2329,6612
2330,6621
2331,6626
2332,6630
2333,6633
2334,6637
2335,6640
2336,6644
2337,6648
2338,6649
2339,6650
2340,6653
2341,6657
2342,6658
2343,6662
2344,6670
2345,6671
2346,6680
2347,6681
2348,6684
2349,6687
2350,6688
2351,6689
2352,6691
2353,6694
2354,6696
2355,6700
2356,6701
2357,6709
2358,6711
2359,6713
2360,6713
2361,6716
2362,6720
2363,6724
2364,6726
2365,6728
2366,6732
2367,6733
2368,6735
2369,6736
2370,6737
2371,6740
2372,6741
2373,6746
2374,6750
2375,6761
2376,6764
2377,6771
2378,6773
2379,6776
2380,6779
2381,6780
2382,6787
2383,6789
2384,6790
2385,6793
2386,6797
2387,6798
2388,6800
2389,6801
2390,6804
2391,6805
2392,6807
2393,6810
2394,6811
2395,6814
2396,6815
2397,6818
2398,6819
2399,6828
2400,6829
2401,6836
2402,6841
2403,6845
2404,6852
2405,6857
2406,6859
2407,6861
2408,6865
2409,6866
2410,6866
2411,6868
2412,6870
2413,6873
2414,6880
2415,6883
2416,6886
2417,6888
2418,6888
2419,6890
2420,6891
2421,6892
2422,6892
2423,6894
2424,6894
2425,6896
2426,6897
2427,6900
2428,6902
2429,6904
2430,6904
2431,6910
2432,6912
2433,6924
2434,6926
2435,6927
2436,6928
2437,6930
2438,6932
2439,6933
2440,6941
2441,6942
2442,6943
2443,6943
2444,6944
2445,6948
2446,6949
2447,6950
2448,6952
2449,6954
2450,6956
2451,6959
2452,6963
2453,6968
2454,6969
2455,6974
2456,6975
2457,6976
2458,6978
2459,6979
2460,6984
2461,6985
2462,6990
2463,6991
2464,6992
2465,6993
2466,6995
2467,6998
2468,7001
2469,7006
2470,7011
2471,7014
2472,7015
2473,7016
2474,7018
2475,7021
2476,7022
2477,7024
2478,7026
2479,7027
2480,7032
2481,7033
2482,7034
2483,7035
2484,7036
2485,7041
2486,7042
2487,7043
2488,7044
2489,7050
2490,7053
2491,7059
2492,7060
2493,7060
2494,7061
2495,7062
2496,7063
2497,7064
2498,7065
2499,7069
2500,7070
2501,7076
2502,7076
2503,7091
2504,7092
2505,7100
2506,7105
2507,7109
2508,7115
2509,7120
2510,7123
2511,7124
2512,7125
2513,7128
2514,7131
2515,7134
2516,7135
2517,7140
2518,7143
2519,7145
2520,7146
2521,7151
2522,7153
2523,7155
2524,7157
2525,7158
2526,7160
2527,7163
2528,7164
2529,7165
2530,7167
2531,7175
2532,7184
2533,7185
2534,7190
2535,7191
2536,7192
2537,7193
2538,7205
2539,7212
2540,7213
2541,7214
2542,7215
2543,7216
2544,7221
2545,7222
2546,7224
2547,7226
2548,7228
2549,7231
2550,7233
2551,7237
2552,7238
2553,7243
2554,7247
2555,7253
2556,7256
2557,7262
2558,7262
